GMID,Market,PRODUCT_FAMILY,DOSAGE_STRENGTH,MATERIAL_TYPE,LSD_STATUS,MCO_SEGMENTATION,STRATEGY_SEGMENTATION,SMART_SEGMENTATION
500002,SA,5,"50 MG/0,5 ML",FG,Local,Regular MCO,Auto Piloted,Supply Growth
140049,GB,14,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
800007,IE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
900002,PH,9,6 MG/3 ML,FG,Local,Regular MCO,Gold,Secure
110040,KZ,11,50 MG,FG,No,Regular MCO,Gold,Secure
400007,DE,4,2 KIU,FG,No,Top MCO,Gold,Secure
800007,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800007,US,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
300007,CZ,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
170055,M6,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
130002,GR,13,20 MG/5 ML,FG,No,Major MCO,Auto Piloted,Secure
800008,PY,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150105,KR,15,"200 MG/1,14 ML",FG,Global,Major MCO,Platinum,Supply Growth
150021,PL,15,300 MG/2 ML,FG,Global,Major MCO,Platinum,Supply Growth
170093,TW,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
150086,AU,15,"200 MG/1,14 ML",FG,Global,Regular MCO,Platinum,Supply Growth
800040,CS,8,400 IU,FG,No,Regular MCO,Gold,Secure
800040,ME,8,400 IU,FG,Global,Regular MCO,Platinum,Secure
200005,CA,2,250 IU,FG,No,Top MCO,Auto Piloted,Supply Growth
140053,DE,14,"150 MG/1,14 ML",FG,No,Top MCO,Gold,Secure
900004,AS,9,6 MG/3 ML,FG,No,Regular MCO,Gold,Secure
800008,AR,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110005,PH,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
140074,PR,14,"150 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
800008,PA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
600039,GB,6,100 IU/1 ML,FG,Global,Top MCO,Platinum,Secure
110012,US,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
400019,TW,4,1 KIU,FG,No,Regular MCO,Gold,Secure
150215,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
200025,TW,2,2000 IU,FG,No,Regular MCO,Auto Piloted,Supply Growth
160006,LT,16,500 MG/25 ML,FG,Global,Regular MCO,Platinum,Supply Growth
110016,AU,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
700002,AT,7,84 MG,FG,No,Top MCO,Platinum,Secure
300001,CH,3,10 MG,FG,No,Top MCO,Platinum,Secure
800008,US,8,400 IU,FG,No,Top MCO,Platinum,Secure
800040,BH,8,400 IU,FG,No,Regular MCO,Gold,Secure
150226,BE,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
170027,TW,17,5 MG,FG,No,Regular MCO,Auto Piloted,Secure
800008,UY,8,400 IU,FG,No,Regular MCO,Gold,Secure
150047,US,15,300 MG/2 ML,FG,Global,Top MCO,Platinum,Supply Growth
400044,TW,4,250 IU,FG,No,Regular MCO,Gold,Secure
800010,SG,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
160009,IL,16,100 MG/5 ML,FG,No,Major MCO,Auto Piloted,Supply Growth
110060,DE,11,50 MG,FG,No,Top MCO,Gold,Secure
150099,KW,15,"200 MG/1,14 ML",FG,Global,Regular MCO,Platinum,Supply Growth
150227,DE,15,"200 MG/1,14 ML",FG,No,Top MCO,Gold,Supply Growth
400073,AU,4,1 KIU,FG,No,Regular MCO,Auto Piloted,Secure
160044,DB,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
100004,AU,1,3 KIU,FG,No,Regular MCO,Auto Piloted,Secure
600005,IN,6,500 IU/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
800010,US,8,400 IU,FG,No,Top MCO,Platinum,Secure
800011,KR,8,400 IU,FG,Global,Major MCO,Platinum,Secure
800012,US,8,400 IU,FG,No,Top MCO,Platinum,Secure
150001,CO,15,300 MG/2 ML,FG,No,Regular MCO,Gold,Supply Growth
150042,FI,15,"200 MG/1,14 ML",FG,Global,Top MCO,Platinum,Supply Growth
700010,KR,7,84 MG,FG,No,Major MCO,Auto Piloted,Secure
150215,SI,15,300 MG/2 ML,FG,No,Regular MCO,Gold,Supply Growth
150055,DB,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110013,KR,11,50 MG,FG,No,Major MCO,Auto Piloted,Secure
800014,CL,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800015,DO,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110016,XZ,11,50 MG,FG,No,Regular MCO,Gold,Secure
170008,IL,17,35 MG,FG,No,Major MCO,Auto Piloted,Secure
900009,JP,9,6 MG/3 ML,FG,No,Top MCO,Platinum,Secure
160030,TW,16,100 MG/5 ML,FG,Global,Regular MCO,Platinum,Supply Growth
800015,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800015,PA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170092,RU,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
800068,DO,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
160020,GR,16,500 MG/25 ML,FG,No,Major MCO,Auto Piloted,Supply Growth
110016,PL,11,50 MG,FG,No,Major MCO,Auto Piloted,Secure
600005,US,6,500 IU/5 ML,FG,No,Top MCO,Platinum,Secure
700054,IT,7,84 MG,FG,No,Top MCO,Platinum,Secure
800077,TR,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800019,PY,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150037,CR,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110002,FI,11,50 MG/10 ML,FG,No,Top MCO,Auto Piloted,Secure
150008,LT,15,300 MG/2 ML,FG,No,Regular MCO,Platinum,Supply Growth
110030,IQ,11,50 MG,FG,Global,Regular MCO,Platinum,Secure
140016,TH,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
170057,US,17,5 MG/1 ML,FG,No,Top MCO,Platinum,Secure
700053,IL,7,84 MG,FG,Global,Major MCO,Platinum,Secure
700004,PA,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
600022,PT,6,100 IU/1 ML,FG,Global,Top MCO,Platinum,Secure
100022,KR,1,500 IU,FG,Local,Major MCO,Auto Piloted,Secure
150108,GR,15,"200 MG/1,14 ML",FG,Global,Major MCO,Platinum,Supply Growth
800019,US,8,400 IU,FG,No,Top MCO,Platinum,Secure
110001,FR,11,50 MG/10 ML,FG,No,Top MCO,Auto Piloted,Secure
800019,UY,8,400 IU,FG,No,Regular MCO,Gold,Secure
800020,PA,8,400 IU,FG,No,Regular MCO,Gold,Secure
800040,IR,8,400 IU,FG,Global,Regular MCO,Platinum,Secure
160071,DK,16,1400 MG/10 ML,FG,No,Top MCO,Platinum,Supply Growth
110055,IE,11,50 MG/ML,FG,No,Top MCO,Auto Piloted,Secure
160072,FI,16,MEDICAL SUPPLIES,FG,No,Top MCO,Platinum,Supply Growth
800034,PT,8,400 IU,FG,Global,Top MCO,Platinum,Secure
140014,IE,14,"150 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
110017,DO,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
140017,EX,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
700023,BH,7,84 MG,FG,No,Regular MCO,Gold,Secure
800043,0,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800021,CA,8,400 IU,FG,No,Top MCO,Platinum,Secure
170039,ME,17,35 MG,FG,No,Regular MCO,Gold,Secure
110054,SO,11,50 MG,FG,No,Regular MCO,Gold,Secure
800021,CU,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170003,VE,17,5 MG/1 ML,FG,No,Regular MCO,Gold,Secure
800041,IR,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170039,OM,17,35 MG,FG,Global,Regular MCO,Platinum,Secure
800021,HT,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150001,US,15,300 MG/2 ML,FG,Global,Top MCO,Platinum,Supply Growth
170076,JP,17,5 MG/1 ML,FG,Global,Top MCO,Platinum,Secure
700021,NO,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
150007,TH,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
700010,TN,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
800032,SG,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800021,ID,8,400 IU,FG,No,Regular MCO,Gold,Secure
700001,KW,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
800021,MX,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150221,BH,15,"200 MG/1,14 ML",FG,Global,Regular MCO,Platinum,Supply Growth
800021,PA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800043,SP,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170013,AR,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
300013,IL,3,10 MG,FG,Global,Major MCO,Platinum,Secure
150218,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
600003,TH,6,"2,9 MG/5 ML",FG,No,Regular MCO,Auto Piloted,Secure
400067,TH,4,1.5 KIU,FG,No,Regular MCO,Auto Piloted,Secure
170016,AE,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
140013,EE,14,"200 MG/1,14 ML",FG,No,Regular MCO,Platinum,Secure
110057,AE,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
800046,MX,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110022,US,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
800021,PK,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
400052,DE,4,1.5 KIU,FG,No,Top MCO,Gold,Secure
600031,SI,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
800021,PS,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
160072,BR,16,MEDICAL SUPPLIES,FG,No,Regular MCO,Auto Piloted,Supply Growth
400074,US,4,2 KIU,FG,No,Top MCO,Auto Piloted,Secure
800021,TH,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
300007,SE,3,10 MG,FG,No,Top MCO,Platinum,Secure
800046,TH,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800001,IT,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
400061,BM,4,250 IU,FG,No,Regular MCO,Auto Piloted,Secure
110016,TW,11,50 MG,FG,No,Regular MCO,Gold,Secure
120003,SE,12,100 MG/10 ML,FG,Global,Top MCO,Platinum,Supply Growth
130006,CH,13,20 MG/5 ML,FG,Global,Top MCO,Platinum,Secure
300016,GR,3,10 MG,FG,Global,Major MCO,Platinum,Secure
800020,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
140049,SE,14,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
130007,CO,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
800021,US,8,400 IU,FG,Global,Top MCO,Platinum,Secure
110064,CN,11,50 MG/10 ML,FG,No,Top MCO,Auto Piloted,Secure
170047,CA,17,5 MG/1 ML,FG,No,Top MCO,Platinum,Secure
800021,VE,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170043,DE,17,5 MG,FG,No,Top MCO,Gold,Secure
160022,NL,16,100 MG/5 ML,FG,Global,Top MCO,Platinum,Supply Growth
130002,CY,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
800021,VN,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
110028,GR,11,50 MG,FG,Global,Major MCO,Platinum,Secure
400062,KR,4,2 KIU,FG,No,Major MCO,Auto Piloted,Secure
150060,GB,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
400010,PR,4,5 KIU,FG,No,Top MCO,Platinum,Secure
150220,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
800040,CN,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800022,DE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800036,LT,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800022,IE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
130023,PL,13,4 MG/1 ML,FG,Global,Major MCO,Platinum,Secure
800022,LB,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
400070,TH,4,500 IU,FG,No,Regular MCO,Auto Piloted,Secure
110054,PK,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
160026,FR,16,500 MG/25 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150039,IE,15,"200 MG/1,14 ML",FG,Global,Top MCO,Platinum,Supply Growth
110064,PK,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
110014,TR,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
800021,IL,8,400 IU,FG,No,Major MCO,Auto Piloted,Secure
100035,NL,1,1 KIU,FG,No,Top MCO,Auto Piloted,Secure
110064,AU,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
110025,EU,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
800022,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
150221,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
800023,DE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
110061,NO,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
200027,KR,2,4000 IU,FG,No,Major MCO,Auto Piloted,Supply Growth
100036,TW,1,3 KIU,FG,No,Regular MCO,Gold,Secure
130008,PT,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
800023,IE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800023,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
150092,EX,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
400012,NL,4,750 IU,FG,No,Top MCO,Auto Piloted,Secure
150125,DB,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
600029,UA,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
800024,DE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
170093,CA,17,35 MG,FG,No,Top MCO,Auto Piloted,Secure
110040,ID,11,50 MG,FG,No,Regular MCO,Gold,Secure
160038,EX,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
100055,TW,1,250 IU,FG,No,Regular MCO,Gold,Secure
800058,NA,8,400 IU/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
150235,FR,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
100022,EX,1,500 IU,FG,No,Regular MCO,Auto Piloted,Secure
170085,TH,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
150032,0,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800024,IE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
150082,0,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
110017,AT,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
110025,CZ,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
800024,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800050,PA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800025,IE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
700030,US,7,84 MG,FG,Global,Top MCO,Platinum,Secure
700010,BH,7,84 MG,FG,No,Regular MCO,Gold,Secure
800005,AU,8,400 IU,FG,Global,Regular MCO,Platinum,Secure
170072,FR,17,35 MG/7 ML,FG,No,Top MCO,Auto Piloted,Secure
800025,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800063,M6,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170075,M6,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
170039,XZ,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
700054,NL,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
800031,OM,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
130044,IE,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
600031,UA,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
800019,LA,8,400 IU,FG,No,Regular MCO,Gold,Secure
800026,DE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800026,IE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800002,IT,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800015,M6,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800060,TW,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
160016,PT,16,100 MG/5 ML,FG,No,Top MCO,Platinum,Supply Growth
100058,SE,1,250 IU,FG,No,Top MCO,Auto Piloted,Secure
110033,EC,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
700010,US,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
140076,ES,14,"150 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
150159,SI,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800026,AE,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150100,DE,15,"200 MG/1,14 ML",FG,No,Top MCO,Gold,Supply Growth
110014,DK,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
150192,KW,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
150123,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
150220,SD,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
140013,EX,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
110054,RU,11,50 MG,FG,No,Regular MCO,Gold,Secure
800026,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
120044,IE,12,100 MG/10 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
130010,HU,13,4 MG/1 ML,FG,Global,Major MCO,Platinum,Secure
150259,FR,15,300 MG/2 ML,SF,No,Top MCO,Auto Piloted,Supply Growth
700011,KW,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
150213,0,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
800008,IT,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
140055,DB,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
800062,DO,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800027,DE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
700002,VN,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
700010,ME,7,84 MG,FG,Global,Regular MCO,Platinum,Secure
140048,FR,14,"150 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Secure
800027,IE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
300008,DE,3,10 MG,FG,No,Top MCO,Gold,Secure
150168,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
140049,ES,14,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Secure
800027,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800008,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800027,TR,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800064,M6,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
170055,TW,17,35 MG/7 ML,FG,No,Regular MCO,Gold,Secure
150011,AU,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
700025,FR,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
800028,IE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
600056,EG,6,500 IU/5 ML,FG,No,Major MCO,Auto Piloted,Secure
130013,FI,13,20 MG/5 ML,FG,Global,Top MCO,Platinum,Secure
150064,IE,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
170024,DK,17,35 MG,FG,Global,Top MCO,Platinum,Secure
800028,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800029,DE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800033,IN,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800022,UA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800001,AR,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
400071,BM,4,250 IU,FG,No,Regular MCO,Auto Piloted,Secure
800081,NO,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800015,SV,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
150094,EX,15,300 MG/2 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
700003,CO,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
110061,LT,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
110012,BE,11,50 MG,FG,No,Top MCO,Auto Piloted,Secure
400011,NA,4,1 KIU,FG,No,Regular MCO,Auto Piloted,Secure
170055,SG,17,35 MG/7 ML,FG,No,Regular MCO,Auto Piloted,Secure
700026,FR,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
800036,PA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800029,IE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800029,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800045,DZ,8,400 IU,FG,Global,Regular MCO,Platinum,Secure
700010,PA,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
800030,IE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800030,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800016,IT,8,400 IU,FG,No,Top MCO,Platinum,Secure
160039,EG,16,100 MG/5 ML,FG,No,Major MCO,Auto Piloted,Supply Growth
120002,OM,12,100 MG/10 ML,FG,No,Regular MCO,Gold,Supply Growth
150031,BE,15,"200 MG/1,14 ML",FG,No,Top MCO,Platinum,Supply Growth
150131,AT,15,300 MG/2 ML,FG,No,Top MCO,Platinum,Supply Growth
170035,CZ,17,5 MG,FG,No,Regular MCO,Auto Piloted,Secure
800031,DE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
140029,EX,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
100057,NL,1,1 KIU,FG,No,Top MCO,Auto Piloted,Secure
800031,IE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
600028,UA,6,100 IU/1 ML,FG,No,Regular MCO,Auto Piloted,Secure
110001,AT,11,50 MG/10 ML,FG,No,Top MCO,Auto Piloted,Secure
600011,NA,6,"2,9 MG/5 ML",FG,No,Regular MCO,Auto Piloted,Secure
110023,DZ,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
170037,ZA,17,5 MG,FG,Global,Regular MCO,Platinum,Secure
800031,LB,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800076,UA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
600011,BR,6,"2,9 MG/5 ML",FG,No,Regular MCO,Auto Piloted,Secure
100051,NL,1,1 KIU,FG,No,Top MCO,Auto Piloted,Secure
400020,EX,4,500 IU,FG,No,Regular MCO,Auto Piloted,Secure
800012,IN,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
100008,EX,1,2 KIU,FG,No,Regular MCO,Auto Piloted,Secure
150223,EX,15,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Supply Growth
800027,MA,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
130003,CU,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
700005,GB,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
800031,LT,8,400 IU,FG,No,Regular MCO,Platinum,Secure
110065,EG,11,50 MG,FG,No,Major MCO,Auto Piloted,Secure
100033,CA,1,2 KIU,FG,No,Top MCO,Platinum,Secure
130007,EG,13,20 MG/5 ML,FG,No,Major MCO,Auto Piloted,Secure
130002,US,13,20 MG/5 ML,FG,No,Top MCO,Auto Piloted,Secure
700023,LY,7,84 MG,FG,No,Regular MCO,Auto Piloted,Secure
300012,SI,3,10 MG,FG,No,Regular MCO,Gold,Secure
170069,US,17,35 MG/7 ML,FG,No,Top MCO,Platinum,Secure
110013,PA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
110004,CZ,11,50 MG/10 ML,FG,No,Regular MCO,Auto Piloted,Secure
110002,HU,11,50 MG/10 ML,FG,No,Major MCO,Auto Piloted,Secure
800031,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
110025,MA,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
150062,FR,15,"200 MG/1,14 ML",FG,No,Top MCO,Auto Piloted,Supply Growth
800032,DE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800032,FR,8,400 IU,FG,Global,Top MCO,Platinum,Secure
800048,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800001,US,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800032,IE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800032,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
170019,RU,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
130013,QA,13,20 MG/5 ML,FG,Global,Regular MCO,Platinum,Secure
700031,FR,7,84 MG,FG,No,Top MCO,Auto Piloted,Secure
160055,EX,16,500 MG/25 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
170087,SG,17,35 MG,FG,No,Regular MCO,Auto Piloted,Secure
800033,DE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800033,IE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800033,LB,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
800031,EE,8,400 IU,FG,No,Regular MCO,Auto Piloted,Secure
300018,PA,3,10 MG,FG,No,Regular MCO,Auto Piloted,Secure
130006,CC,13,20 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Secure
140072,EX,14,"200 MG/1,14 ML",FG,No,Regular MCO,Auto Piloted,Secure
700053,DE,7,84 MG,FG,No,Top MCO,Gold,Secure
700004,IL,7,84 MG,FG,No,Major MCO,Auto Piloted,Secure
300001,US,3,10 MG,FG,No,Top MCO,Auto Piloted,Secure
120032,DE,12,100 MG/10 ML,FG,No,Top MCO,Gold,Supply Growth
150127,FR,15,300 MG/2 ML,FG,No,Top MCO,Auto Piloted,Supply Growth
800033,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
140069,SI,14,"150 MG/1,14 ML",FG,No,Regular MCO,Gold,Secure
800034,IE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800034,NL,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
110027,SI,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
160002,IR,16,100 MG/5 ML,FG,No,Regular MCO,Auto Piloted,Supply Growth
110016,UY,11,50 MG,FG,No,Regular MCO,Auto Piloted,Secure
800001,FR,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
800035,DE,8,400 IU,FG,No,Top MCO,Auto Piloted,Secure
